data,isbn,desconto,item_id,ordem_id
27/1/2020,989-28-79-69807-2,,107045-70-203,107045-1936
27/1/2020,989-28-79-69807-2,,107045-37-7764,107045-1937
27/1/2020,989-28-79-05670-4,,107045-51-4688,107045-1938
27/1/2020,989-28-79-69807-2,,107045-96-4325,107045-1939
27/1/2020,989-28-79-69807-2,,107045-70-202,107045-1940
27/1/2020,989-28-79-82125-8,,107045-52-3883,107045-1941
27/1/2020,989-28-79-82125-8,,107045-52-3882,107045-1942
27/1/2020,989-28-79-69807-2,,107045-96-4324,107045-1943
27/1/2020,989-28-229-7592-2,,107045-18-509,107045-1944
27/1/2020,989-28-229-1404-4,,107045-90-5461,107045-1945
27/1/2020,989-28-229-9769-6,,107045-77-8150,107045-1946
27/1/2020,989-28-229-6632-6,"0,1",107045-4-8104,107045-1947
27/1/2020,989-28-229-9769-6,,107045-23-9936,107045-1948
27/1/2020,989-28-229-1404-4,,107045-59-8047,107045-1949
27/1/2020,989-28-229-3157-7,,107045-36-7379,107045-1950
27/1/2020,989-28-229-7592-2,,107045-66-2283,107045-1951
27/1/2020,989-28-79-68089-3,"0,05",107045-26-9282,107045-1952
27/1/2020,989-28-79-13801-1,,107045-46-7474,107045-1953
27/1/2020,989-28-79-13801-1,,107045-49-7284,107045-1954
27/1/2020,989-28-79-13801-1,,107045-33-5551,107045-1955
27/1/2020,989-28-79-13801-1,,107045-20-4127,107045-1956
27/1/2020,989-28-79-74374-1,,107045-9-7414,107045-1957
27/1/2020,989-28-79-23023-4,,107045-95-3085,107045-1958
27/1/2020,989-28-79-23023-4,,107045-34-1930,107045-1959
27/1/2020,989-28-79-26824-4,,107045-39-4486,107045-1960
27/1/2020,989-28-79-68089-3,"0,05",107045-54-7673,107045-1961
27/1/2020,989-28-79-13801-1,,107045-70-7745,107045-1962
27/1/2020,989-28-79-13801-1,,107045-60-3448,107045-1963
27/1/2020,989-28-79-13801-1,,107045-21-9305,107045-1964
27/1/2020,989-28-79-91028-0,,107045-2-7640,107045-1965
27/1/2020,989-28-79-74374-1,,107045-40-4575,107045-1966
27/1/2020,989-28-79-13801-1,,107045-13-8158,107045-1967
27/1/2020,989-28-79-55752-2,,107045-50-3770,107045-1968
27/1/2020,989-28-79-13801-1,,107045-39-9725,107045-1969
27/1/2020,989-28-79-23023-4,,107045-21-2210,107045-1970
27/1/2020,989-28-79-13801-1,,107045-46-8659,107045-1971
27/1/2020,989-28-79-68089-3,"0,05",107045-69-1221,107045-1972
27/1/2020,989-28-79-40897-8,,107045-36-3511,107045-1973
27/1/2020,989-28-79-91028-0,,107045-63-3530,107045-1974
27/1/2020,989-28-79-23023-4,,107045-75-8898,107045-1975
27/1/2020,989-28-79-23023-4,,107045-35-3610,107045-1976
27/1/2020,989-28-79-13801-1,,107045-52-4855,107045-1977
27/1/2020,989-28-79-74374-1,,107045-66-647,107045-1978
27/1/2020,989-28-79-91028-0,,107045-2-6436,107045-1979
27/1/2020,989-28-79-13801-1,,107045-81-6721,107045-1980
27/1/2020,989-28-79-26824-4,,107045-66-3511,107045-1981
27/1/2020,989-28-79-26824-4,,107045-52-1231,107045-1982
27/1/2020,989-28-79-55824-6,,107045-72-1328,107045-1983
27/1/2020,989-28-79-13801-1,,107045-55-6616,107045-1984
27/1/2020,989-28-79-23023-4,,107045-78-8136,107045-1985
27/1/2020,989-28-79-74374-1,,107045-98-2215,107045-1986
27/1/2020,989-28-79-13801-1,,107045-62-8121,107045-1988
27/1/2020,989-28-79-26824-4,,107045-52-4303,107045-1989
27/1/2020,989-28-79-23023-4,,107045-37-2912,107045-1990
27/1/2020,989-28-79-23023-4,,107045-1-8407,107045-1991
27/1/2020,989-28-79-68089-3,"0,05",107045-50-5482,107045-1992
27/1/2020,989-28-79-03683-6,,107045-70-5870,107045-1993
27/1/2020,989-28-3705-492-6,,107045-34-1860,107045-1994
27/1/2020,989-28-3705-492-6,,107045-90-1164,107045-1995
27/1/2020,989-28-3705-222-9,,107045-78-8491,107045-1996
27/1/2020,989-28-3705-222-9,,107045-58-609,107045-1997
27/1/2020,989-28-3705-607-4,,107045-29-7187,107045-1998
27/1/2020,989-28-3705-222-9,,107045-33-9191,107045-1999
27/1/2020,989-28-3705-222-9,,107045-26-9995,107045-2000
27/1/2020,989-28-3705-492-6,,107045-71-4973,107045-2001
27/1/2020,989-28-3705-492-6,,107045-5-1382,107045-2002
27/1/2020,989-28-229-6632-6,"0,1",107045-99-3983,107045-2003
27/1/2020,989-28-79-45675-7,,107045-28-5260,107045-2004
27/1/2020,989-28-3705-987-7,,107045-6-82,107045-2004
27/1/2020,989-28-79-69807-2,,107045-26-8407,107045-2005
27/1/2020,989-28-79-45675-7,,107045-52-5032,107045-2005
27/1/2020,989-28-79-05670-4,,107045-35-9288,107045-2006
27/1/2020,989-28-654-6033-1,,107045-95-2768,107045-2006
27/1/2020,989-28-229-3157-7,,107045-41-8840,107045-2007
27/1/2020,989-28-79-05670-4,,107045-77-8576,107045-2007
27/1/2020,989-28-229-9769-6,,107045-98-2824,107045-2007
27/1/2020,989-28-229-1404-4,,107045-61-2831,107045-2008
27/1/2020,989-28-229-7592-2,,107045-88-3595,107045-2008
27/1/2020,989-28-79-68089-3,"0,05",107045-31-9158,107045-2009
27/1/2020,989-28-229-7592-2,,107045-32-1615,107045-2009
27/1/2020,989-28-79-55824-6,,107045-45-1163,107045-2010
27/1/2020,989-28-79-23023-4,,107045-68-7200,107045-2010
27/1/2020,989-28-79-26824-4,,107045-41-5285,107045-2011
27/1/2020,989-28-79-23023-4,,107045-93-8551,107045-2011
27/1/2020,989-28-3705-492-6,,107045-5-2751,107045-2012
27/1/2020,989-28-79-26824-4,,107045-78-1732,107045-2012
27/1/2020,989-28-3705-987-7,,107045-22-2535,107045-2013
27/1/2020,989-28-79-69807-2,,107045-26-8406,107045-2013
27/1/2020,989-28-3705-492-6,,107045-81-3872,107045-2013
27/1/2020,989-28-79-71565-6,,107045-14-9912,107045-2014
27/1/2020,989-28-79-23023-4,,107045-16-5830,107045-2014
27/1/2020,989-28-229-3157-7,,107045-22-8353,107045-2014
27/1/2020,989-28-3705-007-2,,107045-16-4192,107045-2015
27/1/2020,989-28-79-36485-4,,107045-51-7926,107045-2015
27/1/2020,989-28-79-91028-0,,107045-53-6056,107045-2015
27/1/2020,989-28-79-18127-7,,107045-91-7159,107045-2015
28/1/2020,989-28-3705-987-7,,107046-22-4375,107046-2016
28/1/2020,989-28-3705-007-2,,107046-16-814,107046-2017
28/1/2020,989-28-3705-007-2,,107046-6-1962,107046-2018
28/1/2020,989-28-79-18127-7,,107046-7-6400,107046-2019
28/1/2020,989-28-79-45675-7,,107046-47-4536,107046-2020
28/1/2020,989-28-79-11297-4,,107046-33-6268,107046-2021
28/1/2020,989-28-79-13871-4,,107046-54-9938,107046-2022
28/1/2020,989-28-79-69807-2,,107046-90-808,107046-2023
28/1/2020,989-28-79-13871-4,,107046-7-6063,107046-2024
28/1/2020,989-28-79-69807-2,,107046-22-919,107046-2025
28/1/2020,989-28-79-69807-2,,107046-85-4421,107046-2026
28/1/2020,989-28-79-13871-4,,107046-7-6062,107046-2027
28/1/2020,989-28-79-69807-2,,107046-90-807,107046-2028
28/1/2020,989-28-79-13871-4,,107046-45-384,107046-2029
28/1/2020,989-28-79-13871-4,,107046-45-383,107046-2030
28/1/2020,989-28-79-69807-2,,107046-22-918,107046-2031
28/1/2020,989-28-79-13871-4,,107046-54-9937,107046-2032
28/1/2020,989-28-79-13871-4,,107046-24-2312,107046-2033
28/1/2020,989-28-79-13871-4,,107046-88-9999,107046-2034
28/1/2020,989-28-79-05670-4,,107046-65-8332,107046-2035
28/1/2020,989-28-229-3157-7,,107046-4-3943,107046-2036
28/1/2020,989-28-229-5891-8,,107046-21-6385,107046-2037
28/1/2020,989-28-229-1404-4,,107046-46-632,107046-2038
28/1/2020,989-28-229-3157-7,,107046-25-7677,107046-2039
28/1/2020,989-28-229-6632-6,"0,1",107046-99-5001,107046-2040
28/1/2020,989-28-229-9769-6,,107046-87-7674,107046-2041
28/1/2020,989-28-79-23023-4,,107046-63-7227,107046-2042
28/1/2020,989-28-79-23023-4,,107046-27-6027,107046-2043
28/1/2020,989-28-79-23023-4,,107046-90-5650,107046-2044
28/1/2020,989-28-79-68089-3,"0,05",107046-88-536,107046-2045
28/1/2020,989-28-79-23023-4,,107046-10-5475,107046-2046
28/1/2020,989-28-79-74374-1,,107046-14-3571,107046-2047
28/1/2020,989-28-79-13801-1,,107046-4-8188,107046-2048
28/1/2020,989-28-79-74374-1,,107046-66-990,107046-2049
28/1/2020,989-28-79-71565-6,,107046-23-1972,107046-2050
28/1/2020,989-28-79-13801-1,,107046-31-2227,107046-2051
28/1/2020,989-28-79-91028-0,,107046-5-9243,107046-2052
28/1/2020,989-28-79-71565-6,,107046-76-1630,107046-2053
28/1/2020,989-28-79-74374-1,,107046-86-8539,107046-2054
28/1/2020,989-28-79-74374-1,,107046-58-3304,107046-2055
28/1/2020,989-28-79-13801-1,,107046-7-3569,107046-2056
28/1/2020,989-28-79-55824-6,,107046-63-4650,107046-2057
28/1/2020,989-28-79-74374-1,,107046-88-1796,107046-2058
28/1/2020,989-28-79-74374-1,,107046-39-1906,107046-2059
28/1/2020,989-28-79-13801-1,,107046-1-8503,107046-2060
28/1/2020,989-28-79-55824-6,,107046-73-4569,107046-2061
28/1/2020,989-28-79-13801-1,,107046-58-7475,107046-2062
28/1/2020,989-28-79-71565-6,,107046-46-2650,107046-2063
28/1/2020,989-28-79-68089-3,"0,05",107046-82-9020,107046-2064
28/1/2020,989-28-654-0127-3,,107046-36-5699,107046-2064
28/1/2020,989-28-79-13871-4,,107046-24-2311,107046-2065
28/1/2020,989-28-79-04510-4,,107046-39-7189,107046-2065
28/1/2020,989-28-79-74374-1,,107046-24-6949,107046-2066
28/1/2020,989-28-79-13801-1,,107046-44-4711,107046-2066
28/1/2020,989-28-79-69807-2,,107046-85-4420,107046-2066
28/1/2020,989-28-79-13871-4,,107046-88-9998,107046-2066
28/1/2020,989-28-229-6632-6,"0,1",107046-68-1765,107046-2067
28/1/2020,989-28-79-74374-1,,107046-43-8785,107046-2067
28/1/2020,989-28-229-6632-6,"0,1",107046-65-7069,107046-2068
28/1/2020,989-28-3705-492-6,,107046-22-7077,107046-2068
29/1/2020,989-28-79-82197-5,"0,15",107047-1-9898,107043-2078
29/1/2020,989-28-3705-007-2,,107047-96-3860,107047-2069
29/1/2020,989-28-3705-987-7,,107047-14-6000,107047-2070
29/1/2020,989-28-3705-007-2,,107047-34-1649,107047-2071
29/1/2020,989-28-3705-592-3,,107047-83-5727,107047-2072
29/1/2020,989-28-3705-966-2,,107047-80-4060,107047-2073
29/1/2020,989-28-3705-592-3,,107047-86-8083,107047-2074
29/1/2020,989-28-3705-054-6,,107047-49-5760,107047-2075
29/1/2020,989-28-79-82197-5,"0,15",107047-1-1302,107047-2076
29/1/2020,989-28-79-22871-2,,107047-33-3372,107047-2077
29/1/2020,989-28-79-45675-7,,107047-31-9669,107047-2079
29/1/2020,989-28-79-27078-0,,107047-29-6269,107047-2080
29/1/2020,989-28-79-45675-7,,107047-11-2646,107047-2081
29/1/2020,989-28-79-87459-9,,107047-71-3242,107047-2082
29/1/2020,989-28-79-13871-4,,107047-44-1484,107047-2083
29/1/2020,989-28-79-82749-6,,107047-98-387,107047-2084
29/1/2020,989-28-79-69807-2,,107047-50-3137,107047-2085
29/1/2020,989-28-79-82749-6,,107047-98-386,107047-2086
29/1/2020,989-28-79-13871-4,,107047-44-1483,107047-2087
29/1/2020,989-28-79-69807-2,,107047-50-3136,107047-2088
29/1/2020,989-28-79-69807-2,,107047-53-5606,107047-2089
29/1/2020,989-28-229-1404-4,,107047-68-2987,107047-2090
29/1/2020,989-28-229-9769-6,,107047-71-2787,107047-2091
29/1/2020,989-28-229-6632-6,"0,1",107047-79-3432,107047-2092
29/1/2020,989-28-229-1404-4,,107047-83-9474,107047-2093
29/1/2020,989-28-229-6632-6,"0,1",107047-97-3799,107047-2094
29/1/2020,989-28-229-9769-6,,107047-75-6925,107047-2095
29/1/2020,989-28-229-1404-4,,107047-58-8906,107047-2096
29/1/2020,989-28-229-5891-8,"0,13",107047-42-128,107047-2097
29/1/2020,989-28-79-13801-1,,107047-65-3542,107047-2098
29/1/2020,989-28-79-23023-4,,107047-22-6572,107047-2099
29/1/2020,989-28-79-74374-1,,107047-29-1804,107047-2100
29/1/2020,989-28-79-26824-4,,107047-92-901,107047-2101
29/1/2020,989-28-79-55824-6,,107047-34-7402,107047-2103
29/1/2020,989-28-79-55824-6,,107047-52-3346,107047-2104
29/1/2020,989-28-79-23023-4,,107047-33-855,107047-2105
29/1/2020,989-28-79-13801-1,,107047-96-4875,107047-2106
29/1/2020,989-28-79-51397-9,,107047-74-8363,107047-2107
29/1/2020,989-28-3705-492-6,,107047-30-4678,107047-2108
29/1/2020,989-28-3705-492-6,,107047-15-1971,107047-2109
29/1/2020,989-28-3705-492-6,,107047-7-9109,107047-2110
29/1/2020,989-28-3705-492-6,,107047-73-3646,107047-2111
29/1/2020,989-28-3705-966-2,,107047-85-230,107047-2112
29/1/2020,989-28-79-13801-1,,107047-4-1507,107047-2113
29/1/2020,989-28-79-23023-4,,107047-68-5224,107047-2113
29/1/2020,989-28-79-82339-9,,107047-19-5050,107047-2114
29/1/2020,989-28-79-13801-1,,107047-31-1278,107047-2114
29/1/2020,989-28-229-9769-6,,107047-99-5385,107047-2114
29/1/2020,989-28-3705-492-6,,107047-22-9922,107047-2115
29/1/2020,989-28-79-69807-2,,107047-53-5605,107047-2115
29/1/2020,989-28-79-44730-4,,107047-80-365,107047-2115
30/1/2020,989-28-79-82197-5,"0,15",107048-1-8938,107021-2120
30/1/2020,989-28-3705-138-3,,107048-41-9123,107048-2116
30/1/2020,989-28-3705-649-4,,107048-11-951,107048-2117
30/1/2020,989-28-79-82197-5,"0,15",107048-1-6984,107048-2118
30/1/2020,989-28-79-86624-2,,107048-1-710,107048-2119
30/1/2020,989-28-79-82197-5,"0,15",107048-1-8594,107048-2121
30/1/2020,989-28-79-82197-5,"0,15",107048-1-2388,107048-2122
30/1/2020,989-28-79-69807-2,,107048-4-4068,107048-2123
30/1/2020,989-28-79-69807-2,,107048-4-4067,107048-2124
30/1/2020,989-28-79-05670-4,,107048-44-3277,107048-2125
30/1/2020,989-28-79-69807-2,,107048-80-9598,107048-2126
30/1/2020,989-28-654-6033-1,,107048-4-2676,107048-2127
30/1/2020,989-28-654-0047-4,,107048-41-3654,107048-2128
30/1/2020,989-28-229-9769-6,,107048-76-2094,107048-2129
30/1/2020,989-28-229-5891-8,,107048-20-8669,107048-2130
30/1/2020,989-28-229-6632-6,"0,1",107048-61-6018,107048-2131
30/1/2020,989-28-229-0197-6,,107048-6-8845,107048-2132
30/1/2020,989-28-229-1404-4,,107048-76-4911,107048-2133
30/1/2020,989-28-229-7592-2,,107048-71-1920,107048-2134
30/1/2020,989-28-229-6632-6,"0,1",107048-47-1438,107048-2135
30/1/2020,989-28-229-7592-2,,107048-67-3010,107048-2136
30/1/2020,989-28-229-3157-7,,107048-9-1463,107048-2137
30/1/2020,989-28-79-68089-3,"0,05",107048-54-6580,107048-2138
30/1/2020,989-28-79-26824-4,,107048-86-3171,107048-2139
30/1/2020,989-28-79-13801-1,,107048-80-139,107048-2140
30/1/2020,989-28-79-74374-1,,107048-4-2437,107048-2141
30/1/2020,989-28-79-71565-6,,107048-77-2164,107048-2142
30/1/2020,989-28-79-23023-4,,107048-84-390,107048-2143
30/1/2020,989-28-79-74374-1,,107048-99-6685,107048-2144
30/1/2020,989-28-79-23023-4,,107048-20-9213,107048-2145
30/1/2020,989-28-79-74374-1,,107048-1-9894,107048-2146
30/1/2020,989-28-79-13801-1,,107048-44-3367,107048-2147
30/1/2020,989-28-79-91028-0,,107048-87-9432,107048-2148
30/1/2020,989-28-79-13801-1,,107048-26-7701,107048-2149
30/1/2020,989-28-79-74374-1,,107048-97-4766,107048-2150
30/1/2020,989-28-79-40897-8,,107048-78-2513,107048-2151
30/1/2020,989-28-79-74374-1,,107048-36-7303,107048-2152
30/1/2020,989-28-79-74374-1,,107048-41-7912,107048-2153
30/1/2020,989-28-79-23023-4,,107048-52-4722,107048-2154
30/1/2020,989-28-79-13801-1,,107048-17-2141,107048-2155
30/1/2020,989-28-3705-007-2,,107048-20-8325,107048-2156
30/1/2020,989-28-79-13871-4,,107048-50-3580,107048-2156
30/1/2020,989-28-79-13871-4,,107048-50-3579,107048-2157
30/1/2020,989-28-79-69807-2,,107048-80-9597,107048-2157
30/1/2020,989-28-229-5891-8,,107048-15-3325,107048-2158
30/1/2020,989-28-79-74374-1,,107048-9-772,107048-2158
30/1/2020,989-28-79-51397-9,,107048-44-3585,107048-2159
30/1/2020,989-28-79-74374-1,,107048-64-3735,107048-2159
30/1/2020,989-28-79-71565-6,,107048-3-6819,107048-2160
30/1/2020,989-28-79-55752-2,"0,13",107048-38-2591,107048-2161
30/1/2020,989-28-79-13871-4,"0,13",107048-42-9559,107048-2161
30/1/2020,989-28-79-13801-1,"0,13",107048-77-9067,107048-2161
30/1/2020,989-28-79-51397-9,"0,13",107048-29-8402,107048-2162
30/1/2020,989-28-79-44730-4,"0,13",107048-37-2441,107048-2162
30/1/2020,989-28-3705-222-9,"0,13",107048-41-7958,107048-2162
30/1/2020,989-28-79-13871-4,"0,13",107048-42-9558,107048-2162
31/1/2020,989-28-79-82197-5,"0,15",107049-1-4194,107048-2171
31/1/2020,989-28-3705-007-2,,107049-63-5461,107049-2163
31/1/2020,989-28-3705-007-2,,107049-3-2477,107049-2164
31/1/2020,989-28-3705-007-2,,107049-12-6198,107049-2165
31/1/2020,989-28-3705-007-2,,107049-10-302,107049-2166
31/1/2020,989-28-79-11297-4,,107049-84-5782,107049-2167
31/1/2020,989-28-79-11297-4,,107049-80-1134,107049-2168
31/1/2020,989-28-79-82197-5,,107049-46-4786,107049-2169
31/1/2020,989-28-79-11297-4,,107049-39-3992,107049-2170
31/1/2020,989-28-79-13871-4,,107049-1-9680,107049-2172
31/1/2020,989-28-79-69807-2,,107049-43-9036,107049-2173
31/1/2020,989-28-79-13871-4,,107049-68-3556,107049-2174
31/1/2020,989-28-79-13871-4,,107049-44-6335,107049-2175
31/1/2020,989-28-79-05670-4,,107049-7-4465,107049-2176
31/1/2020,989-28-79-69807-2,,107049-43-9035,107049-2177
31/1/2020,989-28-79-13871-4,,107049-1-9679,107049-2178
31/1/2020,989-28-79-05670-4,,107049-60-7375,107049-2179
31/1/2020,989-28-229-5891-8,,107049-98-6300,107049-2180
31/1/2020,989-28-229-9769-6,,107049-63-3018,107049-2181
31/1/2020,989-28-229-5891-8,,107049-59-2957,107049-2182
31/1/2020,989-28-79-74374-1,,107049-54-7981,107049-2183
31/1/2020,989-28-79-36485-4,,107049-20-1377,107049-2184
31/1/2020,989-28-79-13801-1,,107049-58-8837,107049-2185
31/1/2020,989-28-79-13801-1,,107049-80-7093,107049-2186
31/1/2020,989-28-79-23023-4,,107049-36-4864,107049-2187
31/1/2020,989-28-79-74374-1,,107049-85-2848,107049-2188
31/1/2020,989-28-79-16808-7,,107049-49-2014,107049-2189
31/1/2020,989-28-79-74374-1,,107049-24-4102,107049-2190
31/1/2020,989-28-79-26824-4,,107049-53-4257,107049-2191
31/1/2020,989-28-79-71565-6,,107049-31-3485,107049-2192
31/1/2020,989-28-79-71565-6,,107049-62-7730,107049-2193
31/1/2020,989-28-79-43574-5,,107049-30-8511,107049-2194
31/1/2020,989-28-79-26824-4,,107049-53-1675,107049-2195
31/1/2020,989-28-79-23023-4,,107049-45-6203,107049-2196
31/1/2020,989-28-79-71565-6,,107049-91-1184,107049-2197
31/1/2020,989-28-79-13801-1,,107049-75-5128,107049-2198
31/1/2020,989-28-79-13801-1,,107049-18-9528,107049-2199
31/1/2020,989-28-79-14379-4,,107049-51-8043,107049-2200
31/1/2020,989-28-3705-222-9,,107049-60-4518,107049-2201
31/1/2020,989-28-79-03683-6,,107049-27-2004,107049-2202
31/1/2020,989-28-3705-492-6,,107049-15-4506,107049-2203
31/1/2020,989-28-3705-222-9,,107049-20-1101,107049-2204
31/1/2020,989-28-3705-222-9,,107049-77-1411,107049-2205
31/1/2020,989-28-79-74374-1,,107049-32-385,107049-2206
31/1/2020,989-28-79-14379-4,,107049-94-2044,107049-2206
31/1/2020,989-28-79-74374-1,,107049-18-2287,107049-2207
31/1/2020,989-28-79-13871-4,,107049-68-3555,107049-2207
31/1/2020,989-28-79-74374-1,,107049-34-2407,107049-2208
31/1/2020,989-28-79-13871-4,,107049-44-6334,107049-2208
31/1/2020,989-28-3705-987-7,,107049-33-8043,107049-2209
31/1/2020,989-28-3705-007-2,,107049-78-5898,107049-2209
31/1/2020,989-28-229-5891-8,,107049-25-3030,107049-2210
31/1/2020,989-28-79-74374-1,,107049-26-3126,107049-2210
31/1/2020,989-28-3705-007-2,,107049-78-8788,107049-2210
31/1/2020,989-28-79-05670-4,,107049-43-9807,107049-2211
31/1/2020,989-28-79-74374-1,,107049-52-3497,107049-2211
1/2/2020,989-28-3705-007-2,,107050-55-1768,107050-2212
1/2/2020,989-28-3705-592-3,,107050-45-6095,107050-2213
1/2/2020,989-28-3705-007-2,,107050-64-1378,107050-2214
1/2/2020,989-28-3705-007-2,,107050-8-3553,107050-2215
1/2/2020,989-28-3705-987-7,,107050-4-5031,107050-2216
1/2/2020,989-28-3705-007-2,,107050-39-1422,107050-2217
1/2/2020,989-28-3705-007-2,,107050-85-1855,107050-2218
1/2/2020,989-28-3705-592-3,,107050-37-2817,107050-2219
1/2/2020,989-28-3705-649-4,,107050-83-2461,107050-2220
1/2/2020,989-28-79-45675-7,,107050-6-1406,107050-2221
1/2/2020,989-28-79-11297-4,,107050-69-6716,107050-2222
1/2/2020,989-28-79-16826-1,,107050-70-7761,107050-2223
1/2/2020,989-28-79-01991-4,,107050-50-7421,107050-2224
1/2/2020,989-28-79-45675-7,,107050-7-6053,107050-2225
1/2/2020,989-28-79-45675-7,,107050-31-7757,107050-2226
1/2/2020,989-28-79-22871-2,,107050-77-9068,107050-2227
1/2/2020,989-28-79-45675-7,,107050-55-4832,107050-2228
1/2/2020,989-28-654-2017-5,,107050-21-638,107050-2229
1/2/2020,989-28-79-69807-2,,107050-74-3119,107050-2230
1/2/2020,989-28-79-69807-2,,107050-67-3616,107050-2231
1/2/2020,989-28-79-05670-4,,107050-64-1766,107050-2232
1/2/2020,989-28-79-69807-2,,107050-67-3615,107050-2233
1/2/2020,989-28-654-6033-1,,107050-49-3259,107050-2234
1/2/2020,989-28-229-1404-4,"0,15",107050-1-7001,107050-2235
1/2/2020,989-28-229-1404-4,"0,15",107050-1-7677,107050-2236
1/2/2020,989-28-229-6632-6,"0,1",107050-60-4657,107050-2237
1/2/2020,989-28-229-9769-6,,107050-73-858,107050-2238
1/2/2020,989-28-229-1404-4,,107050-23-7993,107050-2239
1/2/2020,989-28-229-3157-7,,107050-60-8626,107050-2240
1/2/2020,989-28-229-6632-6,"0,1",107050-30-6879,107050-2241
1/2/2020,989-28-229-9769-6,,107050-17-8421,107050-2243
1/2/2020,989-28-229-7592-2,,107050-5-2883,107050-2244
1/2/2020,989-28-229-6632-6,"0,1",107050-64-4622,107050-2245
1/2/2020,989-28-229-6632-6,"0,1",107050-34-3836,107050-2246
1/2/2020,989-28-229-1404-4,,107050-51-303,107050-2247
1/2/2020,989-28-229-3157-7,,107050-74-724,107050-2248
1/2/2020,989-28-229-1404-4,,107050-1-6727,107050-2249
1/2/2020,989-28-229-5891-8,,107050-84-373,107050-2250
1/2/2020,989-28-229-1404-4,,107050-71-5048,107050-2251
1/2/2020,989-28-79-74374-1,,107050-89-9502,107050-2252
1/2/2020,989-28-79-23023-4,,107050-85-4102,107050-2253
1/2/2020,989-28-79-71565-6,,107050-62-3027,107050-2254
1/2/2020,989-28-79-71565-6,,107050-86-6410,107050-2255
1/2/2020,989-28-79-74374-1,,107050-13-9597,107050-2256
1/2/2020,989-28-79-13801-1,,107050-30-6095,107050-2257
1/2/2020,989-28-79-23023-4,,107050-36-8161,107050-2258
1/2/2020,989-28-79-13801-1,,107050-28-5011,107050-2259
1/2/2020,989-28-79-68089-3,"0,05",107050-53-1943,107050-2260
1/2/2020,989-28-79-74374-1,,107050-87-7533,107050-2261
1/2/2020,989-28-79-23023-4,,107050-44-1273,107050-2262
1/2/2020,989-28-79-13801-1,,107050-75-2215,107050-2263
1/2/2020,989-28-79-55824-6,,107050-80-2549,107050-2264
1/2/2020,989-28-79-91028-0,,107050-1-7338,107050-2265
1/2/2020,989-28-79-26824-4,,107050-80-6522,107050-2266
1/2/2020,989-28-79-23023-4,,107050-82-5267,107050-2267
1/2/2020,989-28-79-13801-1,,107050-96-9500,107050-2268
1/2/2020,989-28-79-40897-8,"0,13",107050-42-642,107050-2269
1/2/2020,989-28-79-74374-1,,107050-99-8285,107050-2270
1/2/2020,989-28-79-26824-4,,107050-11-2958,107050-2271
1/2/2020,989-28-3705-492-6,,107050-60-380,107050-2272
1/2/2020,989-28-3705-222-9,,107050-12-9062,107050-2273
1/2/2020,989-28-79-45675-7,,107050-33-839,107050-2274
1/2/2020,989-28-3705-987-7,,107050-78-1738,107050-2274
1/2/2020,989-28-229-1404-4,"0,15",107050-1-3323,107050-2275
1/2/2020,989-28-79-23023-4,,107050-38-3545,107050-2275
1/2/2020,989-28-79-74374-1,,107050-6-4108,107050-2276
1/2/2020,989-28-79-30536-9,,107050-95-4027,107050-2276
1/2/2020,989-28-3705-222-9,,107050-31-7528,107050-2277
1/2/2020,989-28-79-71565-6,,107050-82-6506,107050-2277
1/2/2020,989-28-3705-222-9,,107050-19-9757,107050-2278
1/2/2020,989-28-79-13801-1,,107050-20-2595,107050-2278
1/2/2020,989-28-79-69807-2,,107050-74-3118,107050-2278
1/2/2020,989-28-79-68089-3,"0,05",107050-7-7497,107050-2279
1/2/2020,989-28-79-45675-7,,107050-45-8746,107050-2279
1/2/2020,989-28-229-5891-8,,107050-50-4618,107050-2279
1/2/2020,989-28-229-1404-4,"0,15",107050-1-6689,107360-2242
2/2/2020,989-28-3705-966-2,,107051-86-1137,107051-2280
2/2/2020,989-28-3705-966-2,,107051-83-7461,107051-2281
2/2/2020,989-28-3705-987-7,,107051-4-1515,107051-2282
2/2/2020,989-28-3705-007-2,,107051-89-2620,107051-2283
2/2/2020,989-28-3705-054-6,,107051-1-6497,107051-2284
2/2/2020,989-28-3705-007-2,,107051-64-3062,107051-2285
2/2/2020,989-28-3705-987-7,,107051-41-5881,107051-2286
2/2/2020,989-28-3705-649-4,,107051-51-5010,107051-2287
2/2/2020,989-28-3705-987-7,,107051-66-7135,107051-2288
2/2/2020,989-28-3705-007-2,,107051-1-9203,107051-2289
2/2/2020,989-28-3705-007-2,,107051-27-257,107051-2290
2/2/2020,989-28-3705-138-3,,107051-70-7427,107051-2291
2/2/2020,989-28-3705-987-7,,107051-38-4752,107051-2292
2/2/2020,989-28-3705-987-7,,107051-33-3754,107051-2293
2/2/2020,989-28-3705-987-7,,107051-76-4110,107051-2294
2/2/2020,989-28-3705-583-1,,107051-54-7913,107051-2295
2/2/2020,989-28-3705-649-4,,107051-50-8003,107051-2296
2/2/2020,989-28-3705-007-2,,107051-81-7495,107051-2297
2/2/2020,989-28-79-45675-7,,107051-43-6091,107051-2298
2/2/2020,989-28-79-87459-9,,107051-61-2656,107051-2299
2/2/2020,989-28-79-30536-9,,107051-10-4534,107051-2300
2/2/2020,989-28-79-82197-5,,107051-80-1205,107051-2301
2/2/2020,989-28-79-04510-4,,107051-26-4405,107051-2302
2/2/2020,989-28-79-61125-5,,107051-33-1261,107051-2303
